job_link,job_summary
https://www.linkedin.com/jobs/view/it-business-analyst-at-firstpro-inc-3802165854,"firstPRO
is seeking a qualified
IT Business Analyst
for our client, a large company based out of Pennsylvania. They are seeking someone with experience in Web Projects, JIRA, and UX/UI. NO C2C!
Job Details
Compensation: Up to $78/hour with benefits offered (Health, Dental, Vision), weekly pay
Type: Contract (6 months)
100% Onsite
Schedule: Monday through Friday, 8:30 AM to 5:00 PM
Job Requirements
Possess 5 years of IT Business Analyst Experience
Experience with web projects is preferred but the level of which may vary depending on ability to grasp core concepts.
Experience writing BRD is a must, as well as the capacity to document complex processes.
Experience working within Jira Environments or similar.
Experience translating documented business requirements into development tasks/stories.
Comfortable interfacing with business stakeholders and Developers, leading meetings, and asking pertinent questions.
Strong interpersonal skills with the ability to build confidence and relationships with business stakeholders.
Show more
Show less"
https://www.linkedin.com/jobs/view/sr-business-analyst-at-sligo-software-solutions-inc-3800245010,"Greetings from
Sligo Software Solutions, Inc.
!!
This is
Abhijith
from SLIGO. We have an urgent requirement for
Sr. Business Analyst
position with our client.
Title
: Sr. Business Analyst
Location
: Albany, New York
Duration
: 30 Months
Client
: NY State - Information Technology Services (ITS)
Client ID:
HBITS-05-13229
Respond by:
01/12/24 5:00 PM
Greetings from
Sligo Software Solutions, Inc.
!!
SLIGO
is a Software Development & IT Consulting company. We have around 100+ IT associates working with our esteemed clients across several domains such as IT, Banking, Healthcare, and Government.
We have an urgent requirement for Sr. Business Analyst position with our client.
Role:
Sr. Business Analyst
Location:
Albany, New York
Duration:
30 Months
Description
This position will be responsible for the analysis, documentation, testing, and support, for the development and maintenance of new and existing applications.
Duties
This position will develop and/or maintain system documentation including business requirements, and project process documentation, training plans, test plans, quality assurance and contingency operations plans, and reports.
This individual will be expected to provide expertise and hands-on participation in the following activities:
Work with end users and/or review/analyze existing documentation or system artifacts to document business system requirements and processes, develop process models, and document requirements for the development/implementation of an exception tracking system for improved processing of disposition updating errors/exceptions.
Develop or maintain system requirements in detailed, clear and well-organized functional documents (business requirements documents, business or system use cases, reports) and/or process flow diagrams.
Develop or maintain test plans and detailed test cases. Develop or maintain training or user acceptance testing plans and Tier 1 support guides.
Develop detailed functional and system tests from documented system requirements. Ensure appropriate test coverage by mapping system requirements to test cases. Develop or contribute to the development of regression tests and/or user acceptance tests.
Execute functional and system tests, including regression tests. Participate in user acceptance testing.
Identify and document application defects and track to resolution, performing retesting as required.
Identify and document deficiencies in system documentation (e.g., missing or ambiguous requirements) identified during the testing process.
Mandatory Requirements
Experience (12+Years)
Analyzes an organization or business domain (real or hypothetical) and documents its business or processes or systems, assessing the business model or its integration with technology with distinct deliverables to a solution.
Requirements
This is an 100% Onsite
84 months of experience eliciting/extracting detailed business requirements from customer/project stakeholders or system artifacts.
84 months of experience developing/maintaining test plans and detailed test cases, executing those tests, validating test results, and logging/tracking related defects.
24 months of experience using HP Quality Center/ALM
48 months of experience writing and tuning SQL scripts.
24 months of experience with systems related to criminal justice processing (including but not limited to: statistical reporting, disposition processing, fingerprint identification processing, criminal history updating, Sex Offender management, tracking of Wanted/Missing persons, or other applications utilized by law enforcement.
Résumé
Thanks
Abhijith Mallavajhula
Senior Talent Acquisition Specialist
Sligo Software Solutions, Inc.
NYS And NYC MBE Certified Company
Office : (518) 444-0459 x 117
Direct : (
518) 675-7932 |
Email Id : amallavajhula@sligosoft.com
www.sligosoft.com
Show more
Show less"
https://www.linkedin.com/jobs/view/business-analyst-at-stellent-it-3793663077,"Operational Requirements
Experience conducting Facilitated Workshops for requirements analysis.
Experience creating workflows using formal notation such as the Business Process Modeling Notation (BPMN).
Knowledge of formal requirements gathering methodologies.
Experience developing Business Requirements - project initiation document, what the needed achievements will be, and the quality measures.
Experience developing Functional requirements - describe what the system, process, or product/service must do in order to fulfill the business requirements.
Experience developing User (stakeholder) requirements - are a very important part of the deliverables, the needs of the stakeholders will have to be correctly interpreted. This deliverable can also reflect how the product will be designed, developed, and define how test cases must be formulated.
Experience developing Quality-of-service (non-functional) requirements - re requirements that do not perform a specific function for the business requirement but are needed to support the functionality. For example: performance, scalability, quality of service (QoS), security and usability.
Experience developing Report Specifications - define the purpose of a report, its justification, attributes and columns, owners, and runtime parameters.
Experience developing Requirements Traceability Matrix - a cross matrix for recording the requirements through each stage of the requirements gathering process.
Strong organization and writing skills.
Experience developing graphic representations of complex business processes.
Ability to analyze data and perform statistical analysis.
Knowledge and familiarity using Microsoft Office, Microsoft Visio, software design tools and structured query language (SQL) queries and tools.
Contractor Skills And Experience Requirements
Seven (4) plus years of relevant experience working closely with stakeholders directly engaged with technical initiatives working with a large complement of team members throughout the various IT areas, technical complexity, and vendor involvement.
A four (4) year college degree or equivalent.
Business Analyst certification through the International Institute of Business Analysis (IIBA) is preferred.
The ability for the contractor to ramp up quickly and perform independently is essential.
Show more
Show less"
https://www.linkedin.com/jobs/view/business-analyst-group-insurance-exp-at-accroid-inc-3800281022,"Client- New York Life
Location: Philadelphia, PA/Hybrid (In-person Interview)
Duration : 12+mth
Must Have
Group Insurance exp – not healthcare
SQL/Data Analysis
MS suite – diagraming
Candidates with strong LinkedIn page considered first
BA - Notes From Manager Call
Business Analyst
Insurance background- group insurance
Good Technical aptitude
System of record is changing - ability to learn new system
Proficient in insurance - insurance experience is important
Experience as a BA from process to technical implementation
Sits within the group between business and technology
2-5 years with right attitude, good communication and organizational skills
Technical experience - SQL/Data Analysis
BA with strong understanding of technology
MS suite - diagraming
Show more
Show less"
https://www.linkedin.com/jobs/view/senior-business-analyst-at-robert-half-3798873166,"Description
A Robert Half client located in the western suburbs is immediately seeking a Senior Business Analyst. The Senior Business Analyst will primarily be responsible for financial analysis and forecasting. The Senior Business Analyst will also analyze costs, margins, & data, assist with month end close, provide ad hoc analysis as needed and support CAPEX projects.
To be successful in the role, candidates will need a Bachelor's degree (accounting, finance, etc.) and at least three to five years of relevant experience. SAP experience, Power BI experience, and manufacturing industry experience are all highly preferred.
For immediate consideration and to apply for this position, email your resume in Microsoft Word format to James Hofbauer at Robert Half. Please reference ""James Hofbauer - Senior Business Analyst"" in the subject line of your email.
Requirements
Financial Analysis, SAP, Microsoft Excel, Power BI, Forecasting, Budgeting, CapEx, Ad Hoc Analysis, Month End Close, Financial Planning
Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.
Robert Half works to put you in the best position to succeed. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity - whenever you choose - even on the go.
All applicants applying for U.S. job openings must be legally authorized to work in the United States. Benefits are available to contract/temporary professionals, including medical, vision, dental, and life and disability insurance. Hired contract/temporary professionals are also eligible to enroll in our company 401(k) plan. Visit
© 2024 Robert Half. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking “Apply Now,” you’re agreeing to
Show more
Show less"
https://www.linkedin.com/jobs/view/business-analyst-at-stellent-it-3793664120,"Onsite in Atlanta, GA. Hybrid 3 days onsite, 2 days remote. Following week 2 days onsite, 3 days remote. Etc
Initial Duration: 12+ months
Description
We are seeking an experienced Senior IT Business Analyst with advanced skills in the Power Platform, MS Excel, and reporting. This position will support various teams within IT Service Assurance by creating dashboards, identifying process improvements, building solutions, and developing strategies for the future of our data-related practices. This role to be in Atlanta, GA or Minneapolis, MN. Local candidates to these locations only
Job Overview
Develop Power BI dashboards using various data sources.
Develop PowerApps that integrate with data sources in the SharePoint infrastructure, both stand-alone and embedded within Power BI.
Develop, deploy, update, and maintain Power BI Apps, Reports, and Datasets according to business needs.
Assist in maintaining data resources, including databases, datasets, and dataflows, and troubleshoot any related issues.
Improve existing manual workflows by developing or guiding teams.
Gather and document user requirements and identify new efficiencies; translate business/user data requirements into Power Platform design.
Provide training on Power BI, PowerApps, and Power Automate.
What You Need To Succeed (minimum Qualifications)
Advanced knowledge of Excel functions and formulas.
Experience in data analysis, cleaning, transformation, manipulation, and interpretation.
Experience in connecting to and consuming data from other data sources.
High attention to detail to identify errors and inconsistencies in data.
Strong problem-solving skills and the ability to troubleshoot and solve problems related to data analysis and functions/measures/formulas.
Ability to consistently achieve results, even under tough circumstances.
Actively learning through experimentation when tackling new problems, using both successes and failures as learning opportunities.
Additionally, the candidate should have a future-focused vision and be able to drive results to improve data-related processes and practices.
Responsibilities
WHAT WILL GIVE YOU A COMPETITIVE EDGE (PREFERRED QUALIFICATIONS)
Bachelor's degree in Information Technology or a related field.
Experience with ServiceNow.
Knowledge of AWS services and technologies related to data.
Experience designing or implementing Data Lake solutions.
Experience with other data analysis tools, such as SQL and statistical software like R or Python.
Experience working in the airline industry and familiarity with related technologies.
Show more
Show less"
https://www.linkedin.com/jobs/view/business-analyst-cbap-certified-at-acs-consultancy-services-inc-3736037894,"Role:
BUSINESS Analyst (CBAP certified)
Location:
Albany,NY,12229
Duration:
30
Position #:
3051-RFC-30-40
Rate:
Open
Please share your candidate profile that match the following qualification
Mandatory Requirements
84 Months experience performing analysis by eliciting, then analyzing the stakeholder’s business needs, using a variety of analysis techniques and converting those into verified and validated functional and non-functional requirements for development.
84 Months experience creating and maintaining software development artifacts for communication of requirements, including context diagrams, textual use cases, swim lane diagrams, report specifications, wireframes, user interface specifications, and non-functional requirements specifications.
84 Months experience facilitating requirement workshops, JAD sessions and structured walkthroughs, practicing effective communication to ensure requirements are understood, conveyed, and met.
72 Months experience creating test plans/cases, managing defects with development teams, and working with users on User Acceptance Testing.
72 Months experience managing requirements throughout the Requirements Management Lifecycle, including creation and execution of a Requirements Management Plan, requirements traceability, establishing requirements baselines and managing requirements change control
36 Months experience working health care and billing applications.
CBAP (Certified Business Analysis Professional) certification by the International Institute of Business Analysis (IIBA).
Show more
Show less"
https://uk.linkedin.com/jobs/view/business-analyst-permanent-wigan-manchester-at-oliver-bernard-3793849394,"This is a brand new opportunity for a Business Analyst to join a leading home applicance solutions company who have been delighting retailers with exceptional service and innovative solutions for over 10 years. They are looking for an engaging Business Analyst to join their team in their offices in Wigan.
Ideally, the Business Analyst will have the following experience:
Business Analyst who is skilled in; requirements gathering, running workshops, understanding user stories.
Is engaging and confident communicating with stakeholders.
Supply chain or home applicance solutions experience will be an attractive bonus, but not essential.
This is a permanent opportunity paying up to £62k (depending on experience) plus bonus, and a range of attractive benefits. With offices in Wigan, this will be a very flexible working model (one day per week in the office). This will be a one stage interview process and they are looking to bring someone on board as soon as possible.
If this sounds of interest to you, please apply with your latest CV and we will be in touch!
Business Analyst - Permanent - Wigan/Manchester
Show more
Show less"
https://www.linkedin.com/jobs/view/business-analyst-at-dsv-global-transport-and-logistics-3779758010,"DSV - Global transport and logistics
In 1976, ten independent hauliers joined forces and founded DSV in Denmark. Since then, DSV has evolved to become the world's 3rd largest supplier of global solutions within transport and logistics. Today, we add value to our customers' entire supply chain by transporting, storing, packaging, re-packaging, processing and clearing all types of goods. We work every day from our many offices in more than 80 countries to ensure a steady supply of goods to production lines, outlets, stores and consumers all over the world. Our reach is global yet our presence is local and close to our customers. Read more at www.dsv.com
Location: USA - Romulus, Hildebrandt Rd
Division: Air & Sea
Job Posting Title: Business Analyst
Time Type: Full Time
Summary
We are hiring a business analyst to join our Romulus team dedicated to a specific client. You will work alongside the Global commercial team as well as operational personnel while reporting directly to the Operations Manager. Your main tasks will include performing detailed analysis, documenting processes, performing some user acceptance testing as well as leading client facing reports and solutions. To succeed in this role, you should have a natural analytical way of thinking and be able to explain difficult concepts to non-technical users.
Duties And Responsibilities
Requires advanced knowledge and skillset using Microsoft Excel.
Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.
Leading ongoing reviews of business processes and developing optimization strategies.
Staying up to date on the latest process and IT advancements to automate and modernize systems.
Conducting meetings and presentations to share ideas and findings.
Performing requirements analysis.
Documenting and communicating the results of your efforts.
Effectively communicating your insights and plans to cross-functional team members and management.
Gathering critical information from meetings with various stakeholders and producing useful reports.
Working closely with clients, technicians, and managerial staff.
Providing leadership, training, coaching, and guidance to junior staff.
Allocating resources and maintaining cost efficiency.
Ensuring solutions meet business needs and requirements.
Performing user acceptance testing.
Managing projects, developing project plans, and monitoring performance.
Updating, implementing, and maintaining procedures.
Prioritizing initiatives based on business needs and requirements.
Serving as a liaison between stakeholders and users.
Managing competing resources and priorities.
Monitoring deliverables and ensuring timely completion of projects.
Prepares quotes and RFP/RFI responses for potential customers
Maintains all sales demonstration tools and applications. (Must be able to learn how to do a demonstration to Customers, CRM, ETC to support sales managers
Develops and delivers sales presentations in a professional and effective manner
Assist with new accounts implementation
Update and maintain Profile with valid SOP
Communicate with sales staff if specific client and/or operational problems need to be addressed.
Develop technical presentations for potential customers
Maintaining up-to-date awareness of company activities, industry trends & government regulations
Sales lead qualification
Cargowise 1 reporting
Interaction with the national sales support team.
Other duties as assigned
Educational Background / Work Experience
A bachelor’s degree in business or related field or an MBA.
A minimum of 5 years of experience in business analysis or a related field.
Skills & Competencies
Requires advanced knowledge and skillset using Microsoft Excel.
Power Bi knowledge and expertise
Exceptional analytical and conceptual thinking skills.
The ability to influence stakeholders and work closely with them to determine acceptable solutions.
Advanced technical skills.
Excellent documentation skills.
Fundamental analytical and conceptual thinking skills.
Experience creating detailed reports and giving presentations.
A track record of following through on commitments.
Excellent planning, organizational, and time management skills.
Basic understanding of DSV technology or equivalent
Computer Literacy
Competency in Microsoft applications including Word, Excel, and Outlook.
At Will Employment
DSV Air & Sea Inc. employees are hired for an undefined period of time as “at will” employees. This means that an employee may be terminated for any reason, or no reason at all, at any time, provided the discharge does not violate any law*. Additionally, each employee has the right to terminate his/her employment at any time. *Except if employed in Montana, where termination requires just cause.
For this position, the expected base salary is
$62,500
-
$84,500 / Annual
. Actual base compensation will be determined based on various factors including job-related knowledge, skills, experience, and other objective business considerations.
DSV does not accept unsolicited agency resumes. Please do not forward unsolicited resumes to our website, employees, or Human Resources. DSV will not be responsible for any agency fees associated with unsolicited resumes. Unsolicited resumes received will be considered property of DSV and will be processed accordingly without fees.
DSV is an equal employment opportunity employer. Candidates are considered for employment without regard to race, creed, color, national origin, age, sex, religion, ancestry, disability, veteran status, marital status, gender identity, sexual orientation, national origin, or any other characteristic protected by applicable federal, state or local law. If you require special assistance or accommodation while seeking employment with DSV, please contact Human Resources at hr@us.dsv.com . If you are interested in learning the status of your application, please note you will be contacted directly by the appropriate human resources contact person if you are selected for further consideration. DSV reserves the right to defer or close a vacancy at any time.
DSV – Global transport and logistics
DSV is a dynamic workplace that fosters inclusivity and diversity. We conduct our business with integrity, respecting different cultures and the dignity and rights of individuals. When you join DSV, you are working for one of the very best performing companies in the transport and logistics industry. You’ll join a talented team of more than 75,000 employees in over 80 countries, working passionately to deliver great customer experiences and high-quality services. DSV aspires to lead the way towards a more sustainable future for our industry and are committed to trading on nature’s terms.
We promote collaboration and transparency and strive to attract, motivate and retain talented people in a culture of respect. If you are driven, talented and wish to be part of a progressive and versatile organisation, we’ll support you and your need to achieve your potential and forward your career.
Visit dsv.com and follow us on LinkedIn , Facebook and Twitter .
Show more
Show less"
https://www.linkedin.com/jobs/view/it-business-analyst-at-independent-bank-3768498332,"Be Proud, Be You, Be Independent!
Are you an experienced
IT Business Analyst
looking to take the next step in your career? If so, we need you!
At Independent Bank we promote a culture that encourages professional growth and embraces the collective sum of your individual differences, life experiences, knowledge, innovation, self-expression, unique capabilities and talent. We value diversity of thought, ideas, and background. Our inclusive and collaborative culture helps us find the best solutions to meet the needs of our clients and company.
About The Job
As a Business Analyst II you will primarily focus on the REST API interface experience and system integration. Additionally, you'll concentrate on solution architecture, application integration, and automation within Independent Bank. You will collaborate with Vendors, Operations, Architects, and Business Units, and will be responsible for defining requirements for system upgrades, optimizing processes, and improving workflow efficiency. This role requires a deep understanding of business processes and the ability to recommend improvements that enhance productivity and cost-effectiveness.
Why You Should Apply
Competitive compensation package.
Hybrid working arrangements.
Accommodating and flexible paid time off.
A knowledgeable, goal-driven, and exciting team of colleagues.
Exposure to different areas of banking and the ability to work with leaders within the industry.
Community-focused events and volunteer opportunities.
What You Will Do
Utilize a REST API interface in order to perform system integration.
Analyze complex business problems and propose solutions using automated systems.
Collaborate with business units and technical providers to identify, evaluate, and develop systems and procedures that meet user requirements and are cost-effective.
Create specifications for systems to ensure they meet business requirements.
Work closely with the Technology Architecture Planning team to design automated systems.
Analyze diverse data sets and perform evaluations to identify factors influencing system solutions.
Provide consultation to users on automated systems.
Lead cross-functional teams to address business or system-related issues.
Collaborate with Professional Services and outsourcing functions to deliver client-focused solutions.
Convert business requirements into comprehensive systems requirements.
Analyze and optimize business and technical processes.
Build business cases to support proposed system solutions.
Gather and analyze requirements from stakeholders.
Communicate technical solutions to non-technical staff effectively.
Perform other duties as assigned.
What We're Looking For
3+ years of REST and/or SOAP API experience required.
5+ years of comparable work experience.
Bachelor's degree in Accounting, Business, Finance, or equivalent working experience.
Excellent communication skills with the ability to effectively convey technical information to non-technical audiences and business information to technical audiences.
Negotiation skills to ensure optimal outcomes.
In-depth knowledge of information technology and business environments.
Exceptional time management and personal organization skills.
Ability to produce clear, concise written requirements.
Analytical skills for problem-solving and data evaluation.
Be Proud, Be You, Be Independent!
Show more
Show less"
https://uk.linkedin.com/jobs/view/business-analyst-at-bristow-holland-tech-recruitment-3805253301,"Ipswich - 4 days per week in the office
£55,000 - £60,000
This is a Business Analyst role for a Financial Services company based in Ipswich, Suffolk
As the Business Analyst, you will be working on a wide range of projects within the IT & Business Change department which will consist of both IT and non-IT related projects. You will be liaising with stakeholders of various levels, both internally and externally and you will be responsible for ensuring the requirements of the business are identified, documented, analysed and progressed within a structured and programme environment, as well as supporting the implementation any changes required by the business.
You will be working closely with the rest of the Change Team, working on a number of different projects and initiatives covering a range of disciplines such as business change, operational and regulatory as well as some small system and IT related changes too
Previous experience within the Financial Services sector is beneficial, but not essential but a proven track record of working in a Business Analyst role, covering a blend of both IT and Business Change is essential. You’ll need to understand various methodologies from Waterfall, Prince2 and Agile and an industry recognised qualification such as the BCS Diploma in Business Analysis is highly desirable
Show more
Show less"
https://uk.linkedin.com/jobs/view/business-analyst-at-focus-search-selection-3792278324,"About Us
Our client are the most influential Mortgage and Commercial Loan lender across all of Europe. They support clients throughout their journey from client enquiry through to funds being released.
Our client are a super-giant in the Property Finance space which is clear as they currently have over 50billion assets under management.
The Role
As a Business Analyst youll produce KPIs and management information, data analysis, documenting systems and processes and contributing to new initiatives as required and supporting Stakeholders to facilitate decisions where needed. The Business Analyst job will support of business stakeholders to clearly articulate business needs.
They will apply commercial and technical skills and knowledge to support this. Responsible for identifying and documenting requirements and progressing these within the structured change environment.
What Youll Be Doing
Facilitates the capture, definition and development of business requirements through discussions, workshops and interviews with internal and external stakeholders to identify and understand the business problem or opportunity using appropriate tools and techniques.
Produce/Review 'As-is business processes, identify process improvements and develop 'To-Be processes to establish the required business need.
Performs data analysis in support of data migration and acquisition and to required standards for organisational ingestion into data warehouse.
Manage requirements and associated changes to those requirements throughout the project life cycle.
Produce High Level and Detailed Business requirements documents that are complete, clear and concise which can be understood by IT development resources and business stakeholders.
What Were Looking For
Minimum 4+ years experience in a BA role
Excellent communicator at all levels, both verbal and written.
Experience in using Microsoft Office packages.
Ability to adapt to a changing environment and possibly conflicting priorities.
Strong influencing & negotiation skills.
Able to develop and maintain strong working relationships with all areas of the business & IT.
If you are an experienced and successful Business Analyst, and are wanting a new opportunity with a market leading employer then apply for the position now as this will not be around for long!!
Due to the high amount of interest that we receive for each of our roles unfortunately we cannot respond to each application individually, therefore if you do not hear back from one of our consultants you have not been shortlisted for this role.
Please note that our client is an equal opportunities Employer and adheres to all relevant legislation and offer services regardless of age, race, sex, disability, or religious belief.
Show more
Show less"
https://uk.linkedin.com/jobs/view/business-analyst-at-focus-search-selection-3792283031,"About Us
Our client are the most influential Mortgage and Commercial Loan lender across all of Europe. They support clients throughout their journey from client enquiry through to funds being released.
Our client are a super-giant in the Property Finance space which is clear as they currently have over 50billion assets under management.
The Role
As a Business Analyst youll produce KPIs and management information, data analysis, documenting systems and processes and contributing to new initiatives as required and supporting Stakeholders to facilitate decisions where needed. The Business Analyst job will support of business stakeholders to clearly articulate business needs.
They will apply commercial and technical skills and knowledge to support this. Responsible for identifying and documenting requirements and progressing these within the structured change environment.
What Youll Be Doing
Facilitates the capture, definition and development of business requirements through discussions, workshops and interviews with internal and external stakeholders to identify and understand the business problem or opportunity using appropriate tools and techniques.
Produce/Review 'As-is business processes, identify process improvements and develop 'To-Be processes to establish the required business need.
Performs data analysis in support of data migration and acquisition and to required standards for organisational ingestion into data warehouse.
Manage requirements and associated changes to those requirements throughout the project life cycle.
Produce High Level and Detailed Business requirements documents that are complete, clear and concise which can be understood by IT development resources and business stakeholders.
What Were Looking For
Minimum 4+ years experience in a BA role
Excellent communicator at all levels, both verbal and written.
Experience in using Microsoft Office packages.
Ability to adapt to a changing environment and possibly conflicting priorities.
Strong influencing & negotiation skills.
Able to develop and maintain strong working relationships with all areas of the business & IT.
If you are an experienced and successful Business Analyst, and are wanting a new opportunity with a market leading employer then apply for the position now as this will not be around for long!!
Due to the high amount of interest that we receive for each of our roles unfortunately we cannot respond to each application individually, therefore if you do not hear back from one of our consultants you have not been shortlisted for this role.
Please note that our client is an equal opportunities Employer and adheres to all relevant legislation and offer services regardless of age, race, sex, disability, or religious belief.
Show more
Show less"
https://www.linkedin.com/jobs/view/business-analyst-2-at-idr-inc-3802377972,"Business Analyst
IDR is seeking a fully remote
Business Analyst
to join one of our top clients. If you are looking for an opportunity to join a large organization and work within an ever-growing team-oriented culture, please apply today!
Position Overview For The Business Analyst
Design ELT processes with data warehousing strategies.
Optimize SQL queries for reporting and data transformation.
Build scalable data models and pipelines using LookML.
Validate data for accuracy in reports and visualizations.
Develop Looker solutions with BigQuery or equivalent.
Consult with clients, including C-level executives, on software usage and needs.
Required Skills For The Business Analyst
Over 3 years in Business Analysis/Business Intelligence roles.
More than 2 years in customer-facing positions.
Proficient in Cloud Architecture, preferably GCP, with expertise in ETL scripting and data migration from data center to Google Cloud. Strong background in Cloud Services for reporting.
Experienced in BigQuery or similar query languages.
What’s in it for you?
Competitive compensation package
Full Benefits; Medical, Vision, Dental, and more!
Opportunity to get in with an industry-leading organization
Close-knit and team-oriented culture
Why IDR?
20+ Years of Proven Industry Experience in 4 major markets
Medical, Dental, Vision, and Life Insurance
ClearlyRated’s Best of Staffing® Client and Talent Award winner 10 years in a row
Employee Stock Ownership Program
Dedicated Engagement Manager who is committed to you and your success
Show more
Show less"
https://www.linkedin.com/jobs/view/business-analyst-shared-product-owner-at-e-it-3793660305,"Position
Business Analyst/Shared Product Owner
Location
Dallas, TX, USA (Central time zone)
Remote
Hire Type
C2C
Must Have : Capital Market Domain Experience
Job Responsibilities
10+ Years of experience in a Business Analyst Role
Candidate to exhibit a level of mastery in common business analysis practices.
Requirements: The candidate should be able to describe typical quality criteria for a requirement, the purpose of traceability, and the standard structure of requirements documentation.
Process: Experience mapping processes using Visio flowcharts would be a reasonable minimum. Knowledge of professional notations such as BPMN would be preferred.
Data: The ability to structure and analyze data in MS Excel would be sufficient. The preparation of data models, data dictionaries, and investigations into the business use of data would be better.
User experience: Experience in learning how the business interacts with systems and processes to achieve objectives; an ability to redesign systems and processes to enable businesses to solve problems
Planning: An ability to identify business analysis activities required to achieve a delivery objective, formulate a plan, communicate the plan to stakeholders, and drive outcomes
Stakeholders: Experience in identifying and engaging with business stakeholders to elicit the information needed to enable solution delivery
Domain knowledge: Good understanding of Capital Markets (particularly bonds)
BA certification, such as an IIBA certificate, will be an added advantage.
Helps the product owner define and execute the product vision and strategy.
Acts as a link between the business, Product owner, and Scrum Team.
Helps ensure product design is aligned with the needs of user personas.
Connects with SMEs to understand current product features and future requirements
Prioritize and groom the backlog with the help of the scrum team.
Reviews the implemented user stories
Connects with PO to validate stories completed by the team
Participates in daily stand-ups, sprint planning, demos, and retrospective meetings.
Creates Process designs and updates existing process maps.
In-depth knowledge of the Agile process and principles
Outstanding communication, presentation, and leadership skills
Excellent organizational and time management skills
Sharp analytical and problem-solving skills
Creative thinker with a vision
Attention to details
Thanks & Regards,
Karthick
E-IT Professionals Corp. |
17199 N Laurel Park Dr. Ste 402, Livonia, MI 48152
Phone: 734-373-0823
E-Mail:
karthick@eitprofessionals.com
Show more
Show less"
https://uk.linkedin.com/jobs/view/business-analyst-at-focus-search-selection-3789435757,"About Us
Our client are the most influential Mortgage and Commercial Loan lender across all of Europe. They support clients throughout their journey from client enquiry through to funds being released.
Our client are a super-giant in the Property Finance space which is clear as they currently have over €50billion assets under management.
The Role
As a Business Analyst you’ll produce KPI’s and management information, data analysis, documenting systems and processes and contributing to new initiatives as required and supporting Stakeholders to facilitate decisions where needed. The Business Analyst job will support of business stakeholders to clearly articulate business needs.
They will apply commercial and technical skills and knowledge to support this. Responsible for identifying and documenting requirements and progressing these within the structured change environment.
What You’ll Be Doing
Facilitates the capture, definition and development of business requirements through discussions, workshops and interviews with internal and external stakeholders to identify and understand the business problem or opportunity using appropriate tools and techniques.
Produce/Review 'As-is’ business processes, identify process improvements and develop 'To-Be’ processes to establish the required business need.
Performs data analysis in support of data migration and acquisition and to required standards for organisational ingestion into data warehouse.
Manage requirements and associated changes to those requirements throughout the project life cycle.
Produce High Level and Detailed Business requirements documents that are complete, clear and concise which can be understood by IT development resources and business stakeholders.
What We’re Looking For
Minimum 4+ years experience in a BA role
Excellent communicator at all levels, both verbal and written.
Experience in using Microsoft Office packages.
Ability to adapt to a changing environment and possibly conflicting priorities.
Strong influencing & negotiation skills.
Able to develop and maintain strong working relationships with all areas of the business & IT.
If you are an experienced and successful Business Analyst, and are wanting a new opportunity with a market leading employer then apply for the position now as this will not be around for long!!
Due to the high amount of interest that we receive for each of our roles unfortunately we cannot respond to each application individually, therefore if you do not hear back from one of our consultants you have not been shortlisted for this role.
Please note that our client is an equal opportunities Employer and adheres to all relevant legislation and offer services regardless of age, race, sex, disability, or religious belief.
Show more
Show less"
