job_link,job_skills
https://www.linkedin.com/jobs/view/is-business-analyst-senior-1053-at-city-and-county-of-san-francisco-3792331123,"SQL Server, Power BI, SQL Reporting, Java, Risk/Needs Assessment, Case Management, Documents Management, Risk Management, AB 109 Legislation, Evidenced Based Probation Supervision Practices, Senate Bill 678 (SB 678), CALRAPP programs, Visio, Functional testing, Regression testing, Acceptance testing, Integration testing, .NET programming, C#, VB.NET, PowerShell, PHP programming, HTML, jQuery, XML, Information systems, Computer science, System analysis, Business process design, Development, Implementation, IT project management, SQL Scripting, GO Language programming, Docker Container, GitHub, PostgreSQL database, Criminal Justice, Probation, Public Safety, Advancedlevel skills, Analysis methodologies, Techniques, Operation support, Requirements gathering, Creation of functional specification, System and user testing techniques, Process flow, Diagramming"
https://www.linkedin.com/jobs/view/sr-business-analyst-aws-new-regions-data-center-planning-at-amazon-web-services-aws-3776698072,"Data Analysis, SQL, Tableau, QuickSight, Power BI, Statistics, Writing, Excel, Business Intelligence, Communication, Decision Making, Business Insights, SQL queries, Business Recommendations, Data Representation, Data Visualization, Data Reporting, Forecasting, Trend Analysis, Cloud Computing, AWS, Data Center Planning"
https://www.linkedin.com/jobs/view/business-analyst-virginia-beach-va-at-serco-3790067240,"IT Business Analyst, Project Analyst, DoD Secret clearance, Microsoft Office suite (Word Excel PowerPoint Access Visio Outlook), Power BI, SQL Server, .Net, Process Flows, Business Requirement Documents, Software Requirement Specification, User Manuals, Training artifacts, Executive summaries, Project charters, Critical thinking, Independent judgment, Communication (Written and Verbal), Organizational and interpersonal skills, Initiative, Problemsolving, Attention to detail, Ability to work independently, Collaboration, Composure, Professionalism, U.S. citizenship, Bachelor's degree with 5 years of experience, Strong computer skills"
https://www.linkedin.com/jobs/view/commercial-lending-business-analysts-at-dice-3802123862,"Business Analysis, Commercial Lending, Project Management, Agile, Business Analyst Toolkit, Requirements Management, Business Needs Analysis, Business Process Analysis, Stakeholder Engagement, Requirements Elicitation, Requirements Documentation, Requirements Communication, Requirements Traceability, Requirements Prioritization, System Requirements, Design Requirements, Testing Requirements, Risk Management, Compliance Assessment, Quality Assurance, Test Script Development, Testing, Issue Resolution, Enterprise Project Governance, Project Planning, Work Breakdown Structure, Cost Estimation, Request for Information (RFI), Request for Proposal (RFP), Seed Funding Request, Technology Solution Evaluation, Requirements Change Management, Business Case Development, Detailed Requirements, Qualifications: 5+ years of experience, Bachelor's Degree, Equal Opportunity Employer"
https://www.linkedin.com/jobs/view/business-analyst-at-the-computer-merchant-ltd-tcm-3781130787,"Business Analysis, Voter Election Registration, Agile Methodologies, Business Process Analysis, Business Process Improvement, Business Requirements Gathering, Business Requirements Analysis, Clear and Concise Requirements, Communication, Conceptual Understanding, Data structures, Data Visualization, Definition of Project Scope, Detailed Functional Requirements, Development Lifecycle, Elicitation Methods, End User Training, Feasibility Studies, Functional Specifications, Gathers and Analyzes Business Requirements, HighQuality Software Delivery, Impact Analysis, IT Consulting, Liaison Business Stakeholders, Leadership and Mentorship, Microsoft Office Suite, Microsoft Teams, Process Automation, Project Management, SDLC Management Tools, Software Development Teams, Stakeholder Collaboration, System Architecture, Systems Development Life Cycle Methodologies, Use Cases, User Acceptance Testing, User Stories, Visio Diagrams, Workflow Diagrams"
https://www.linkedin.com/jobs/view/sr-business-analyst-tomy-driving-analytics-at-amazon-3786129046,"Data Mining, Data Modeling, VBA, SQL, Excel, Tableau, Power BI, QuickSight, BI Tools, Forecasting, Regression, Statistical Analysis, AWS, Customer Service, Business Intelligence, Business Insights, Business Analytics, Data Visualization, Report Generation, Report Management, Data Discrepancies, Process Improvement, System Improvement, Queries, Data Management, Reporting Solutions, Key Performance Indicators, Metric Management, Metric Creation, Process Issues, Customer Experience, Supply Chain Management, Operations, Engineering, Analytics, Product Costing, Procurement, Quantitative Analysis, Regression Analysis, Forecasting Models, MBA, MS, Masters in Analytics, Statistics, Data Analysis, Business Intelligence, Data Management, Business Recommendations, Data Mining, Data Modeling, Statistical Analysis, BI Tools, Advanced Degree, Statistical Methodologies, Data Mining, Data Visualization, Data Analysis, Data Management, Forecasting, Supply Chain Management"
https://www.linkedin.com/jobs/view/calypso-business-analyst-at-ceres-group-3661665360,"Calypso, Derivatives, IT support, Business analysis, SQL, Relational database technology, Written and verbal communication skills, Fastpaced work environment, Bachelor's degree, CFA charter"
https://www.linkedin.com/jobs/view/business-analyst-at-true-find-staffing-3723939368,"ASCENDER, PEIMS, TIMS, UID, School business finance, School business accounting, Accounting, Payroll, TEAL, TSDS, TEDS, TRS, W2, 1099, 1095, Financial Accounting System Resource Guide, Texas Student Data System, Microsoft Office products, Communication tools, PC and peripherals, Presentation equipment, Selfdirected work, Teamwork, State and Federal Reporting, Report submission, Product awareness sessions, Training and development activities, System development/enhancement activities, Technical assistance and training, Data analysis, Data interpretation, Strong organizational communication and interpersonal skills, Logical analysis, Problemsolving skills, Ability to prioritize and process multiple tasks, Resultoriented with strict attention to detail, High level of selfmotivation, Knowledge of the Financial Accounting System Resource Guide, Knowledge of trends processes and procedures in school administration, Ability to successfully market various software applications to current and potential clients, Ability to apply logical analysis to identify and resolve unexpected problems, Prolonged or irregular hours"
https://ca.linkedin.com/jobs/view/business-analyst-technical-at-medioh-3783815302,"Business Analysis, Software Development, Problem Solving, Analytical Skills, Workflow Optimization, Jira, Miro, Visio, UML Modeling, Wireframing Tools, Balsamiq, Hybrid Work Model, Competitive Benefits, Comprehensive Health Benefits, Health Spending Account (HSA), Employermatched RRSP Program, Paid Floater Days"
https://www.linkedin.com/jobs/view/business-analyst-tallahassee-fl-at-dexian-3784573121,"Business Analysis, Business Intelligence, Data Analysis, Data Visualization, Agile, Scrum, Waterfall, Microsoft Office Suite, Structured Query Language, Python, R, Statistical Analysis System, JIRA Software, Trello, Databases, Enterprise Resource Planning, IT Standards and Security, Project Management, Communication, Leadership, Negotiation, Facilitation, Documentation, ProblemSolving, Time Management, Organization, Prioritization"
https://www.linkedin.com/jobs/view/senior-business-analyst-orlando-fl-at-estaffing-inc-3793251251,"Business analysis, Scrum, Product backlog management, Solution design, Analysis, Testing, Financial analysis, Process methodologies, Bachelor's degree in business administration finance computer science or information systems"
https://www.linkedin.com/jobs/view/business-analyst-iii-at-elevance-health-3782806793,"Business Analysis, Agile Development, SAFE, Project Management, Requirements Gathering, Software Development, Utilization Management, Prior Authorization, Care Management, Systems Analysis, SQL, Stakeholder Engagement, Communication, Problem Solving, Teamwork, BA/BS, 5+ years Business Analysis experience"
https://uk.linkedin.com/jobs/view/business-analyst-customer-experience-education-body-at-ernest-gordon-recruitment-3797619640,"Business Analysis, Customer Experience, Digital Transformation, Business Intelligence, Data Analysis, Digital Strategy, Digital Implementation, Digital Roadmap, BI/DA Tools, Dashboards, Communication, Technical Skills, NonTechnical Skills, Decision Making, Problem Solving, Prioritization, Analytical Skills, Project Management, Stakeholder Management, Change Management, Agile Methodology, Software Development Life Cycle (SDLC), Quality Assurance (QA), Testing, Deployment, Maintenance, Continuous Improvement, Data Security, Privacy, Compliance, Regulatory Requirements"
https://www.linkedin.com/jobs/view/it-business-analyst-at-labcorp-3774220880,"IT Business Analyst, Business Analysis, Scrum, Waterfall, Agile, User Stories, Use Cases, Functional Requirements, NonFunctional Requirements, Data Flow Diagrams, Process Flow Diagrams, Wireframes, Prototypes, CBAP IIBA Certification, Bachelor's Degree, Technical Skills, Science Skills, Commercial Medical Lab Experience"
https://www.linkedin.com/jobs/view/business-analyst-automotive-at-talascend-where-opportunities-await-3735215802,"Business Analyst, Data Analysis, Quality Management, Reporting, SharePoint, Tableau, Microsoft Excel, Microsoft Access, IF, INDEX, MATCH, V/HLOOKUP, Pivot Tables, Queries, Python, Automotive, Engineering, Data Visualization, Analytical Thinking, Initiative, Organization, Planning, Time Management, Project Management, Communication, Interpersonal Skills, Oral Communication, Written Communication, Bachelor's Degree"
https://www.linkedin.com/jobs/view/uptime-operations-business-analyst-at-volvo-trucks-3798682543,"Data Visualization, MS Suite, Power BI, Power Automate, Tableau, R, Python, SQL, AI Tools, ASIST, Case Management, Cloud Based Phone Systems, Business Acumen, Business Analytics, Business Processes, Business Requirements, Communication, Customer Focus, Conceptual Thinking, Attention to Detail, Ownership, Interpersonal Influence, Analytical Skills, Planning, Organization, Process Advocate, Dependability, Reliability, Managing Diversity, Strong Coding Skills, Transportation Industry Knowledge, Organizational Skills, Problem Solving, Research, Motivational Skills, Teambuilding Skills, Analytical Skills, Energetic, Passionate, Inclusion, Diversity, Equity"
https://www.linkedin.com/jobs/view/business-analyst-solutions-deliver-at-ceres-group-3581033701,"Business Analysis, Project Management, Requirements Analysis, Use Case Development, Data Flow Diagrams, Case Tool Analysis, Work & Process Flow Diagrams, FSDM, RAD, Microsoft Office, Presentation Skills, Facilitation Skills, Collaboration, Negotiation, Influencing, Systems Design, Project Deliverables, Project Timelines, Stakeholder Liaison, Business Systems, Business Processes, User Needs, Cost/Benefit Analysis, Product Enhancements, Best Practices, Business Process Improvement, Project Life Cycle Methodologies, Client Services, Business Functions, Financial Data Analysis, Spreadsheets, Databases, Analytical Data, Project Charter, Business Requirements Document, Service Model, Business Case, Cost Benefit Analysis, User Acceptance Testing, Rollout Procedures, Systems Prospectus, Systems Delivery Specification, User Procedure Documents, Training Documents"
https://www.linkedin.com/jobs/view/senior-business-analyst-marketing-analytics-product-strategy-at-capital-one-3793837108,"Business Analysis, Data Analysis, Product Strategy, Marketing Analytics, Statistical Modeling, DirecttoConsumer Marketing, Market Research, SQL Querying, Business Insights, New Customer Experience Design, Risk Modeling, Collaboration, Communication, Leadership, Decision Making, Problem Solving, Execution, Strategic Thinking, Analytical Thinking, Business Judgment, Negotiation, Result Orientation, Entrepreneurship, Dynamics, Quantitative Analysis, Statistical Analysis, Credit Risk, Stakeholder Management, Innovative Technologies, Consulting, Go to Market Strategies"
https://au.linkedin.com/jobs/view/business-analyst-asset-protection-at-endeavour-group-3741419916,"Business Analysis, Systems Analysis, Facilitation, Relationship Building, Stakeholder Management, RFP Support, Transformation Programs, Asset Protection Technologies, Business Requirements Gathering, Technical Requirements Writing, Acceptance Criteria Creation, Solution Design, Risk Management, Issue Management, Dependency Management, Assumption Management, Program Management, Business Case Development"
https://www.linkedin.com/jobs/view/%C2%A0technical-business-analyst-at-rit-solutions-inc-3768006860,"Technical Business Analyst, Computer Science, MIS, Information Technology, Computer Engineering, Mechanical Engineering, Electrical Engineering, IT, C#, Java, Unix, Linux, JSON files, SQL, NoSQL, Data modeling, BPMN, UML, ERD, Software development life cycle, User stories, Agile, Waterfall, Collaboration, Communication, Problemsolving, Troubleshooting, User training, Knowledge transfer, Help desk, Project management, Stakeholder management, Risk management, Change management, Business analysis, Requirements gathering, Requirements documentation, Functional specifications, Technical specifications, User acceptance testing"
https://ca.linkedin.com/jobs/view/business-analyst-en-at-master-3784256474,"Workshop facilitation, Process mapping, BPMN 2.0, MS Visio, Business process knowledge, Requirements documentation, Use cases, Gap analysis, Collaboration, Teamwork, Project management methodologies, ERP implementation, Merger and acquisition (M&A) projects, University degree, Business analysis experience, English and French proficiency, HVACR knowledge"
https://www.linkedin.com/jobs/view/calypso-business-analyst-at-wise-skulls-3770349940,"Calypso, Java, Websphere, JBoss, MQ, ETL, API, UNIX, Oracle SQL, Linux, AWS, AZURE, GCP, DevSecOPs, CICD, Bitbucket, Nexus, Jenkins, Terraform, RDBMS, SQL, Data lake"
https://www.linkedin.com/jobs/view/business-analyst-at-fearless-3797973952,"Business Analysis, Stakeholder Influence, Project Coordination, Epic Execution, User Story Definition, Acceptance Criteria Definition, Testing, Training, Meeting Facilitation, User Issue Resolution, Process Documentation, Workflow Diagramming, Issue/Risk Documentation, Product Owner/Scrum Master Support, Operational Rollout, Data Analysis, Business Expansion, Written and Verbal Communication, Analytical Thinking, Problem Solving, Presentation Skills, Negotiation, Organizational Skills, Attention to Detail, Adaptability, Ambiguity Tolerance, Data Flow Analysis, Epics Features and User Story Writing, Acceptance Criteria and Definition of Ready/Done, Atlassian Tools (Jira and Confluence), User Story Translation, Relationship Building, Influence, Agile Team Experience, Flexibility, PTO, Sick Leave, Federal Holidays, Birthday Off, HSA HMO or PPO, Employee Wellness Plan, Tech and Education Allowance, Safe Harbor 401(k), Base Pay, Medical Benefits, Performance Rewards, 401k Matching, Tech and Wellness Reimbursement Programs, Annual Increases, Merit Increases, Discretionary Bonuses"
https://www.linkedin.com/jobs/view/senior-business-analyst-at-spectraforce-3804440707,"Business Analysis, Agile, Scrum, User Stories, Acceptance Criteria, User Experience (UX), Prototypes, Stakeholder Engagement, ProblemSolving, Communication, DecisionMaking, PSS Systems, Airport Agent Software Tools, Airline Experience, Data Analysis, Strategy and Scope Definition, End User Software Development"
https://au.linkedin.com/jobs/view/senior-it-business-analyst-at-steris-3796399541,"Business Analyst, Requirements Gathering, Business Process Documentation, System Design, System Configuration, Testing, Implementation, Support, ERP, Oracle, CRM, Salesforce, EDI Integration, Data Analysis, Project Management, Communication, ProblemSolving, Teamwork, Leadership, Adaptability, Organizational Skills, Written Communication, Oral Communication, Interpersonal Skills, SelfMotivation, Learning, FastPaced Environment, Collaborative Environment"
https://www.linkedin.com/jobs/view/business-analyst-4-enterprise-data-warehouse-project-with-min-5%2Byrs-exp-in-collecting-requirements-and-artifacts-for-data-warehouse-design-and-implementation-webcam-interview-hybrid-at-prohires-3747468272,"Business Analysis, Data Warehouse Implementation, Requirements Gathering, Data Analysis, Project Coordination, Communication, MS Excel, Vision, PowerPoint, SQL Server, Stored Procedures, Business Rules, Data Quality Checks, Health Information Systems, Health Data, Clinical Codes, Billing Codes"
https://au.linkedin.com/jobs/view/senior-business-analyst-at-calleo-3803883461,"Business analyst, ICT, Digital projects, Technical teams, Business teams, Analytical skills, Conceptual skills, Critical assessment, Documentation, Stakeholders engagement, Digital systems, Business processes, Digital transformation, Technical communication, Plain language, Written communication, Verbal communication, Interpersonal skills, Influence, Persuasion, Negotiation, Australian Citizenship, Security clearance"
https://www.linkedin.com/jobs/view/business-analyst-at-stellent-it-3793657700,"Process documentation, Visio, Agile, User stories, Communication, Bachelor's degree in technical field, MBA, Programming languages, Project management, Technical problem solving, Interpersonal skills, Complex problem solving, Research, Business alignment, Requirements gathering, Costbenefit analysis, Business knowledge, Teamwork, Liaison between business and IT"
https://www.linkedin.com/jobs/view/business-analyst-at-teksystems-3797556876,"Agile, Requirements gathering, Business analysis, Digital marketing, Omnichannel, Omnisperience, Customer engagement, Website design, Kiosk design, Screen design"
https://www.linkedin.com/jobs/view/servicenow-business-analyst-at-skilzmatrix-digital-3715873138,"ServiceNow, ITSM, Request Management, Change Management, Configuration Management, Incident Management, Problem Management, ITIL, Service Management, Bachelor's Degree, ITSM, ITAM, ITOM, CSDM, CMDB, Discovery, DevOps, APM, Vulnerability, HR, GRC, Integration HUB, Onboarding, SaaS, PaaS, Enterprise Requirements, Security, Data, Business Usage, Strategic Solution Delivery, Continuous Improvement, Communication, Collaboration, Presentation, Negotiation, Customer Service, Teamwork, Strategic Initiatives, Creative Thinking, Business Solutions, Resource Planning, Organization, Leadership, Process Development, Requirements Gathering, Integration, Automation, Workflow, Testing, Acceptance Criteria"
https://www.linkedin.com/jobs/view/business-analyst-iii-at-park-place-technologies-3754945628,"Azure DevOps, Business Process Modeling, Project Management, Use Case creation, Agile, Waterfall, Iterative delivery, Cawemo, D365 CE application, Dynamics CRM, Power BI, WMS customizations, Data modeling, Joint Application Design, Entity model diagrams, Detailed program specifications, Project plans, PMI’s project management framework, Quality assurance, Testing, System integrations, Stakeholder relationships, Business acumen, Business workflow, Software development lifecycle, Communication, Teamwork, Multitasking, Writing, Public speaking, CBAP Certification, Bachelor’s Degree in Computer Science"
https://www.linkedin.com/jobs/view/computer-vision-business-analyst-at-georgia-pacific-llc-3789316350,"Business Analyst, Data engineering, Advanced analytics, Manufacturing processes, Selfmotivated, Independent thinker, Innovative, Analyze business IT systems, Identify key requirements, Validate systems, Show case the art of possible, Encompass into detailed documentation, Demonstrate organized approach, Document progress, Provide updates to stakeholders, Execute work plans, Accept personal accountability, Connect with business partners, Develop strong working relationships, Computer Vision, AI applications, Define project vision, Project strategy, Connect business value, IT priorities, Activities, Create business requirement documents, Update project stakeholders, Create wireframes, Build easy to use designs, Customer friendly design patterns, Connect business stakeholders, Technical issues, Concerns, Technology transformations, Create and review working solutions, Convert user stories, Workable solutions, Manage project scope, Understand business culture, Business environment, Business people, Business priorities, Functional testing, Nonfunctional testing, Product enhancements, Troubleshooting, Communicate requirements, Project team, Developers, Vendors, Suggest modern applications, Edge environments, Cloud environments, Practical problem solver, Resourceful, Innovative, Lead creating solution, Modern application patterns, Regularly create visualizations, Suggest processes, Easy to use applications, Willing to take risks, Risk tolerance levels, Willing to learn, Grow together, Comfortable respectfully challenging, Selfmotivated, Attention to detail, Manage multiple projects, Opportunity to join a growing organization, Delivering high quality solutions, Creating cutting edge applications, Bringing people together, Asking good questions, Listening to what is needed, Honesty, Open to providing honest feedback, Open to receiving honest feedback, Work as a team, Maximize value creation, Proven experience, Business Analyst role, Excellent communication skills, Experience in project leadership, Guiding technical team members, Guiding functional team members, Manufacturing domain experience, Computer vision, Systems modernization, Automation, Value creation, Streamlining processes, Understanding of software design, Programming principle, Experience with Microsoft Office 365 Suite, Experience working with Scrum teams, Experience working with computer vision projects, Certifications, CBAP, Certified Business Analyst Professional, PMP, Project Management Professional qualification, PMIACP, Agile Certified Practitioner, Experience with manufacturing process data, Experience with AWS services, Knowledge of SQL, Diversity of thought, Perspectives, Aptitudes, Experiences, Backgrounds, Military Ready, Second Chance employers, Hiring philosophy, Koch company, Leading manufacturer, Bath tissue, Paper towels, Paperbased packaging, Cellulose, Specialty fibers, Building products, Meet evolving needs of customers, Worldwide, Quality products, Recycling businesses, Employees, Locations, Empowered to innovate every day, Make everyday products even better, Unleash potential, Create value, Fulfilling, Healthy lives, Essential resources, Support, Physical strength, Financial strength, Emotional strength, Overall wellbeing, Medical, Dental, Vision, Flexible spending, Health savings accounts, Life insurance, ADD, Disability, Retirement, Paid vacation, Time off, Educational assistance, Infertility assistance, Paid parental leave, Adoption assistance, Specific eligibility criteria, Equal Opportunity Employer, Disability, Protected veteran status, Drug test, EVerify"
https://www.linkedin.com/jobs/view/servicenow-business-analyst-at-steneral-consulting-3778707114,"ServiceNow, ITSM, ITAM, ITOM, CSDM, CMDB, Discovery, DevOps, APM, Vulnerability, HR, GRC, Integration HUB, ITIL, IT Service Management, SaaS, PaaS, Security, Data, Business, Strategic, Solution, Delivery, Models, Products, Services, Continuous, Improvement, Communication, Collaboration, Presentation, Negotiation, Customer Service, Teamwork, Business Analysis, Intelligence"
https://www.linkedin.com/jobs/view/business-analyst-timekeeping-systems-at-icsi-3794564623,"Timekeeping systems, Rally, Agile methodology, User stories, Acceptance criteria, Test scripts, Test plan, Test execution, Test results, Reporting defects, Training, Documentation, Interperosnal skills, Verbal communication, Written communication, Problem solving, Attention to detail, Independent work, Priority management, Workload management, Business requirements gathering, Business requirements documentation, Financial services industry knowledge, Credit union department knowledge, Credit union product knowledge, Credit union system knowledge, Infor WFM, Aspect"
https://www.linkedin.com/jobs/view/servicenow-business-analyst-at-steneral-consulting-3779155060,"ServiceNow, Business Analyst, ITSM processes, Request Management, Change Management, Configuration Management, Incident Management, Problem Management, ITIL, IT Service Management, SaaS, PaaS, Security, Data, Business usage requirements, Strategic solution delivery models, Verbal communication, Written communication, Collaboration, Presentation, Negotiation, Customer service, Teamwork, Strategic initiatives, Creative thinking, Innovative business solutions, Resource planning, Leadership needs, Process development, Integration, Automation, Workflows"
https://www.linkedin.com/jobs/view/business-analyst-plm-at-accenture-federal-services-3754397137,"SAP, SAP Document Management, SAP MM (Material Master), SAP PP (Bills of Materials), SAP EWM and SCM product master, SAP EHS (environment health and safety) module, Plant data creation, Material master data, Material plant extensions, Pricing updates, Workflow design, General Notifications, Classification, Software development, Hardware configuration, System reliability, System maintenance, System availability, DOD Logistics experience, US Citizenship, Secret Security Clearance"
https://www.linkedin.com/jobs/view/business-analyst-at-teksynap-3755139282,"Business Analysis, Crossfunctional Collaboration, Requirements Gathering, Process Analysis, Business Process Documentation, Technical Support, Organizational Alignment, Data Analysis, Problem Solving, Communication, Collaborative Work, Data Analysis Tools: Excel SQL Tableau Power BI, Bachelor's in Computer Science Information Systems Math Physics Engineering, DOI Background Investigation, US Citizenship, Change Management, Interpersonal Awareness, Team Building, Leadership, Employee Development, Telework, Office Environment, Regular Lifting (1050 lbs), Standing, Walking, Close Vision, Distance Vision, Depth Perception, Peripheral Vision, Color Perception"
https://www.linkedin.com/jobs/view/business-analyst-healthcare-consulting-at-cognizant-3745458842,"Cognizant, Business Analyst, Consulting, Healthcare Consulting, Project Execution, Expertise, Business Development, Practice Development, People Development, Client deliverables, Certifications, Client Satisfaction, RFPs, Thought leadership, Consulting assets, Health sciences industry, Opportunity validation, RFI support, Storyline, Proposals, Client presentations, Engagement collateral, IP, Recruitment, Onboarding, Performance reviews, Career growth discussions, Travel, Onsite, Healthcare or health sciences background, Management consulting experience, Bachelor's degree, Project management principles, Technical and nontechnical initiatives, Leadership skills, Enterpriselevel clients, Domain industry or product certifications, Agile, Six Sigma, MBA or PGDM degree, Core Values, Work Authorization, Salary And Other Compensation, Benefits, Medical, Dental, Vision, Life Insurance, Paid holidays, Paid Time Off, 401(k) plan and contributions, Longterm/Shortterm Disability, Paid Parental Leave, Employee Stock Purchase Plan, Full Time Employee, Day Job, Equal opportunity employer"
